Ensembl_gene_ID	Ensembl_transcript_ID	Gene_symbol	Intron1	Intron2	Intron3	Intron4	Intron5	Intron6
ENSMUSG00000094080	ENSMUST00000214952	Olfr8	4336					
ENSMUSG00000094080	ENSMUST00000203851	Olfr8	4469					
ENSMUSG00000042774	ENSMUST00000039718	Olfr1353	2724	3314				
ENSMUSG00000042774	ENSMUST00000205193	Olfr1353	6106					
ENSMUSG00000042774	ENSMUST00000204849	Olfr1353	0					
ENSMUSG00000046493	ENSMUST00000058991	Olfr1352	2498					
ENSMUSG00000046493	ENSMUST00000203973	Olfr1352	2568					
ENSMUSG00000063216	ENSMUST00000216030	Olfr1351	4685					
ENSMUSG00000060205	ENSMUST00000203906	Olfr57	5887					
ENSMUSG00000060205	ENSMUST00000082244	Olfr57	0					
ENSMUSG00000069430	ENSMUST00000091996	Olfr9	0					
ENSMUSG00000063374	ENSMUST00000077460	Olfr763	0					
ENSMUSG00000107648	ENSMUST00000204763	Olfr764	3678	668				
ENSMUSG00000056853	ENSMUST00000216460	Olfr765	2588					
ENSMUSG00000107748	ENSMUST00000204515	Olfr766	3546	670				
ENSMUSG00000059762	ENSMUST00000213579	Olfr767	176	2417				
ENSMUSG00000050198	ENSMUST00000063031	Olfr768	0					
ENSMUSG00000042801	ENSMUST00000215453	Olfr769	1923	2844				
ENSMUSG00000042801	ENSMUST00000216906	Olfr769	1923	2662				
ENSMUSG00000047868	ENSMUST00000203887	Olfr770	431	4294				
ENSMUSG00000047868	ENSMUST00000204250	Olfr770	560	4094				
ENSMUSG00000047868	ENSMUST00000204712	Olfr770	560	4294				
ENSMUSG00000061367	ENSMUST00000214271	Olfr771	2651					
ENSMUSG00000107662	ENSMUST00000214672	Olfr772	1116	1278				
ENSMUSG00000107662	ENSMUST00000169800	Olfr772	0					
ENSMUSG00000096000	ENSMUST00000072976	Olfr773	0					
ENSMUSG00000096229	ENSMUST00000203248	Olfr774	1771					
ENSMUSG00000096220	ENSMUST00000214109	Olfr775	1915					
ENSMUSG00000095483	ENSMUST00000213512	Olfr776	1673					
ENSMUSG00000062914	ENSMUST00000204573	Olfr777	566	1106				
ENSMUSG00000049573	ENSMUST00000215503	Olfr780	3115					
ENSMUSG00000049573	ENSMUST00000063168	Olfr780	0					
ENSMUSG00000095138	ENSMUST00000204108	Olfr781	3687					
ENSMUSG00000095075	ENSMUST00000213970	Olfr782	1351					
ENSMUSG00000094347	ENSMUST00000214064	Olfr784	1063	1934				
ENSMUSG00000111732	ENSMUST00000204402	Olfr785	3754					
ENSMUSG00000095696	ENSMUST00000204529	Olfr786	963	7988				
ENSMUSG00000096497	ENSMUST00000213329	Olfr787	666					
ENSMUSG00000049217	ENSMUST00000213222	Olfr788	874					
ENSMUSG00000111273	ENSMUST00000213236	Olfr789	1556					
ENSMUSG00000111273	ENSMUST00000213992	Olfr789	1101	261				
ENSMUSG00000044025	ENSMUST00000203966	Olfr790	2249					
ENSMUSG00000044025	ENSMUST00000215067	Olfr790	2034					
ENSMUSG00000044025	ENSMUST00000056002	Olfr790	0					
ENSMUSG00000047626	ENSMUST00000217228	Olfr791	506	3554				
ENSMUSG00000094496	ENSMUST00000215436	Olfr792	1260					
ENSMUSG00000044293	ENSMUST00000204820	Olfr794	101	2311				
ENSMUSG00000052012	ENSMUST00000214584	Olfr796	3525					
ENSMUSG00000095002	ENSMUST00000204979	Olfr798	1730					
ENSMUSG00000094734	ENSMUST00000214182	Olfr799	904	3384	4861			
ENSMUSG00000094734	ENSMUST00000217364	Olfr799	904	8359				
ENSMUSG00000094734	ENSMUST00000216446	Olfr799	9330					
ENSMUSG00000094734	ENSMUST00000213820	Olfr799	4355	4861				
ENSMUSG00000108114	ENSMUST00000217094	Olfr800	550					
ENSMUSG00000058513	ENSMUST00000213294	Olfr801	1041	1716				
ENSMUSG00000058513	ENSMUST00000216067	Olfr801	1119	1716				
ENSMUSG00000058513	ENSMUST00000203424	Olfr801	1335	1845				
ENSMUSG00000093866	ENSMUST00000203785	Olfr802	1716	3226				
ENSMUSG00000093866	ENSMUST00000217576	Olfr802	5190					
ENSMUSG00000046041	ENSMUST00000204641	Olfr803	1281					
ENSMUSG00000095401	ENSMUST00000213331	Olfr804	1072					
ENSMUSG00000096858	ENSMUST00000216794	Olfr805	1347	116	3479			
ENSMUSG00000096858	ENSMUST00000217219	Olfr805	1347	116	3252	126		
ENSMUSG00000096858	ENSMUST00000204717	Olfr805	2100	3479				
ENSMUSG00000071065	ENSMUST00000213239	Olfr806	2627					
ENSMUSG00000071065	ENSMUST00000215142	Olfr806	2852					
ENSMUSG00000050478	ENSMUST00000217106	Olfr807	1914					
ENSMUSG00000050478	ENSMUST00000213379	Olfr807	1786					
ENSMUSG00000049894	ENSMUST00000203236	Olfr808	1709					
ENSMUSG00000050251	ENSMUST00000203598	Olfr809	1040					
ENSMUSG00000050251	ENSMUST00000059891	Olfr809	0					
ENSMUSG00000069421	ENSMUST00000217283	Olfr810	1230	1821				
ENSMUSG00000069421	ENSMUST00000214206	Olfr810	1130	345	1345			
ENSMUSG00000069421	ENSMUST00000214878	Olfr810	1230	345	1345			
ENSMUSG00000063173	ENSMUST00000217571	Olfr811	1383					
ENSMUSG00000063173	ENSMUST00000215058	Olfr811	1240					
ENSMUSG00000049052	ENSMUST00000205013	Olfr812	385	2574				
ENSMUSG00000049052	ENSMUST00000203571	Olfr812	172	2574				
ENSMUSG00000052818	ENSMUST00000204622	Olfr813	946					
ENSMUSG00000059134	ENSMUST00000216966	Olfr814	2886	1674				
ENSMUSG00000059134	ENSMUST00000213742	Olfr814	2907	1674				
ENSMUSG00000061961	ENSMUST00000216182	Olfr815	697	1720				
ENSMUSG00000063715	ENSMUST00000213438	Olfr816	1910	1219				
ENSMUSG00000058071	ENSMUST00000215527	Olfr818	2843					
ENSMUSG00000058071	ENSMUST00000205227	Olfr818	3180					
ENSMUSG00000094295	ENSMUST00000216322	Olfr819	326					
ENSMUSG00000095608	ENSMUST00000215871	Olfr247	327					
ENSMUSG00000094632	ENSMUST00000213667	RP24-140M19.6	327					
ENSMUSG00000048745	ENSMUST00000214917	Olfr820	3965					
ENSMUSG00000048745	ENSMUST00000215791	Olfr820	4663					
ENSMUSG00000044897	ENSMUST00000205181	Olfr821	720	2011				
ENSMUSG00000044897	ENSMUST00000214177	Olfr821	2795					
ENSMUSG00000058251	ENSMUST00000216879	Olfr822	3037					
ENSMUSG00000096747	ENSMUST00000213145	Olfr823	2426					
ENSMUSG00000095804	ENSMUST00000214192	Olfr824	2669					
ENSMUSG00000095804	ENSMUST00000215217	Olfr824	2795					
ENSMUSG00000058084	ENSMUST00000216530	Olfr825	2917					
ENSMUSG00000058084	ENSMUST00000076814	Olfr825	0					
ENSMUSG00000059862	ENSMUST00000203720	Olfr826	205	2845				
ENSMUSG00000059862	ENSMUST00000216661	Olfr826	2845					
ENSMUSG00000045559	ENSMUST00000213568	Olfr827	161	2737				
ENSMUSG00000045559	ENSMUST00000058123	Olfr827	0					
ENSMUSG00000040328	ENSMUST00000102785	Olfr56	36199	30476	6169	3523	6358	
ENSMUSG00000040328	ENSMUST00000203810	Olfr56	30476	6169	9633			
ENSMUSG00000040328	ENSMUST00000203149	Olfr56	37139	3295	2401	3626		
ENSMUSG00000040328	ENSMUST00000238881	Olfr56	3626					
ENSMUSG00000040328	ENSMUST00000239127	Olfr56	3741					
ENSMUSG00000047511	ENSMUST00000060398	Olfr1396	276	671				
ENSMUSG00000047511	ENSMUST00000215553	Olfr1396	96	560				
ENSMUSG00000047511	ENSMUST00000203007	Olfr1396	0					
ENSMUSG00000047511	ENSMUST00000109201	Olfr1396	272	96	560			
ENSMUSG00000050763	ENSMUST00000203377	Olfr1395	5297					
ENSMUSG00000050763	ENSMUST00000214195	Olfr1395	4666	530				
ENSMUSG00000048378	ENSMUST00000216273	Olfr1394	5454					
ENSMUSG00000059864	ENSMUST00000213323	Olfr1393	770	686				
ENSMUSG00000101750	ENSMUST00000217275	Olfr1392	6707	805				
ENSMUSG00000101750	ENSMUST00000214598	Olfr1392	6707	397				
ENSMUSG00000101750	ENSMUST00000215861	Olfr1392	6288	252	397			
ENSMUSG00000101750	ENSMUST00000214170	Olfr1392	6692	397				
ENSMUSG00000100923	ENSMUST00000217290	Olfr10	12505					
ENSMUSG00000101874	ENSMUST00000215671	Olfr1391	3834					
ENSMUSG00000045421	ENSMUST00000215014	Olfr1390	3584	601				
ENSMUSG00000107573	ENSMUST00000216641	Olfr1389	4723	595	294	583		
ENSMUSG00000107573	ENSMUST00000217595	Olfr1389	4723	979	583			
ENSMUSG00000047702	ENSMUST00000215226	Olfr1388	4639	407	1400			
ENSMUSG00000063386	ENSMUST00000214541	Olfr1387	3819					
ENSMUSG00000108167	ENSMUST00000204518	Olfr1386	1691	2420				
ENSMUSG00000108167	ENSMUST00000213674	Olfr1386	4195					
ENSMUSG00000059729	ENSMUST00000214948	Olfr1385	1692	2305				
ENSMUSG00000044170	ENSMUST00000213776	Olfr1384	6185					
ENSMUSG00000107417	ENSMUST00000204706	Olfr1383	3384					
ENSMUSG00000063827	ENSMUST00000213899	Olfr1382	3659	122	289	1992		
ENSMUSG00000063827	ENSMUST00000217564	Olfr1382	3659	180	289	1992		
ENSMUSG00000063827	ENSMUST00000213707	Olfr1382	3659	500	1992			
ENSMUSG00000063827	ENSMUST00000213152	Olfr1382	3659	558	1992			
ENSMUSG00000095187	ENSMUST00000213256	Olfr1381	7725					
ENSMUSG00000107645	ENSMUST00000215360	Olfr1380	6484					
ENSMUSG00000050343	ENSMUST00000213259	Olfr1378	1764	496				
ENSMUSG00000061952	ENSMUST00000216101	Olfr1377	2637					
ENSMUSG00000061952	ENSMUST00000213291	Olfr1377	2079					
ENSMUSG00000061952	ENSMUST00000075177	Olfr1377	0					
ENSMUSG00000060918	ENSMUST00000213415	Olfr51	3262					
ENSMUSG00000059397	ENSMUST00000215409	Olfr54	12440					
ENSMUSG00000059397	ENSMUST00000217480	Olfr54	12295					
ENSMUSG00000057890	ENSMUST00000073543	Olfr1375	0					
ENSMUSG00000062204	ENSMUST00000078264	Olfr1373	0					
ENSMUSG00000060170	ENSMUST00000075844	Olfr1371	0					
ENSMUSG00000043314	ENSMUST00000215691	Olfr30	2512	3250				
ENSMUSG00000043314	ENSMUST00000055204	Olfr30	0					
ENSMUSG00000050813	ENSMUST00000180165	Olfr332	1180					
ENSMUSG00000050813	ENSMUST00000203744	Olfr332	1585					
ENSMUSG00000058807	ENSMUST00000081743	Olfr331	0					
ENSMUSG00000050818	ENSMUST00000213188	Olfr330	4815					
ENSMUSG00000050818	ENSMUST00000134055	Olfr330	0					
ENSMUSG00000064252	ENSMUST00000219448	Olfr329-ps	1378	487	705			
ENSMUSG00000064252	ENSMUST00000108823	Olfr329-ps	0					
ENSMUSG00000057654	ENSMUST00000216725	Olfr328	962	409	489			
ENSMUSG00000057654	ENSMUST00000215717	Olfr328	962	1009				
ENSMUSG00000057654	ENSMUST00000108824	Olfr328	962	1009	1162			
ENSMUSG00000059279	ENSMUST00000216758	Olfr224	1724	1232				
ENSMUSG00000059279	ENSMUST00000217009	Olfr224	140	509	565			
ENSMUSG00000059279	ENSMUST00000215322	Olfr224	140	1232				
ENSMUSG00000060765	ENSMUST00000203418	Olfr325	2987					
ENSMUSG00000060765	ENSMUST00000169428	Olfr325	0					
ENSMUSG00000056564	ENSMUST00000214990	Olfr324	2046					
ENSMUSG00000056564	ENSMUST00000216965	Olfr324	1960					
ENSMUSG00000056564	ENSMUST00000054683	Olfr324	0					
ENSMUSG00000043880	ENSMUST00000214132	Olfr323	4427					
ENSMUSG00000043880	ENSMUST00000203173	Olfr323	557					
ENSMUSG00000063549	ENSMUST00000214392	Olfr322	460	230	1704	2491	1049	
ENSMUSG00000063549	ENSMUST00000213232	Olfr322	460	230	1704	1929	505	1049
ENSMUSG00000107711	ENSMUST00000214662	Olfr320	2106					
ENSMUSG00000064044	ENSMUST00000215962	Olfr319	1811					
ENSMUSG00000108265	ENSMUST00000214728	Olfr318	2266					
ENSMUSG00000060030	ENSMUST00000215513	Olfr317	470	3784	1073			
ENSMUSG00000060030	ENSMUST00000216196	Olfr317	470	3871	1073			
ENSMUSG00000060030	ENSMUST00000075607	Olfr317	0					
ENSMUSG00000107677	ENSMUST00000215071	Olfr316	3446	773				
ENSMUSG00000056959	ENSMUST00000203256	Olfr315	4606					
ENSMUSG00000056959	ENSMUST00000081533	Olfr315	0					
ENSMUSG00000059504	ENSMUST00000205189	Olfr314	3170					
ENSMUSG00000059504	ENSMUST00000076393	Olfr314	0					
ENSMUSG00000070438	ENSMUST00000217506	Olfr313	1839					
ENSMUSG00000070438	ENSMUST00000082220	Olfr313	0					
ENSMUSG00000096806	ENSMUST00000216407	Olfr312	1768					
ENSMUSG00000094805	ENSMUST00000216473	Olfr311	1706					
ENSMUSG00000059610	ENSMUST00000215339	Olfr222	3507	242				
ENSMUSG00000059610	ENSMUST00000214351	Olfr222	3507					
ENSMUSG00000048919	ENSMUST00000215626	Olfr223	3098					
ENSMUSG00000048919	ENSMUST00000061293	Olfr223	0					
ENSMUSG00000062128	ENSMUST00000120137	Olfr20	2779					
ENSMUSG00000062128	ENSMUST00000108465	Olfr20	0					
ENSMUSG00000063881	ENSMUST00000120401	Olfr376	562	2687				
ENSMUSG00000063881	ENSMUST00000170592	Olfr376	3380					
ENSMUSG00000069823	ENSMUST00000120303	Olfr1	2600	572				
ENSMUSG00000069823	ENSMUST00000131253	Olfr1	2600	540				
ENSMUSG00000055971	ENSMUST00000069790	Olfr378	2361					
ENSMUSG00000072709	ENSMUST00000121209	Olfr380	2126	778				
ENSMUSG00000072709	ENSMUST00000127789	Olfr380	3087					
ENSMUSG00000072708	ENSMUST00000214623	Olfr381	4674					
ENSMUSG00000072708	ENSMUST00000215358	Olfr381	4547					
ENSMUSG00000072708	ENSMUST00000119863	Olfr381	4526					
ENSMUSG00000095312	ENSMUST00000092921	Olfr382	0					
ENSMUSG00000095095	ENSMUST00000215689	Olfr385	3036					
ENSMUSG00000060335	ENSMUST00000214228	Olfr384	3923					
ENSMUSG00000070383	ENSMUST00000215418	Olfr389	1130	1245				
ENSMUSG00000070383	ENSMUST00000122224	Olfr389	1130	1678				
ENSMUSG00000070383	ENSMUST00000124927	Olfr389	3084					
ENSMUSG00000069818	ENSMUST00000120081	Olfr390	3879					
ENSMUSG00000069818	ENSMUST00000215161	Olfr390	2203	1538				
ENSMUSG00000069818	ENSMUST00000206815	Olfr390	955	2836				
ENSMUSG00000070382	ENSMUST00000214485	Olfr391-ps	3112					
ENSMUSG00000061984	ENSMUST00000118463	Olfr392	1667					
ENSMUSG00000061984	ENSMUST00000144724	Olfr392	1406					
ENSMUSG00000094488	ENSMUST00000213365	Olfr393	264	2101	629			
ENSMUSG00000056921	ENSMUST00000216608	Olfr394	1221	183	403			
ENSMUSG00000056921	ENSMUST00000214284	Olfr394	1287	183	403			
ENSMUSG00000062186	ENSMUST00000215690	Olfr395	1707					
ENSMUSG00000069816	ENSMUST00000214210	Olfr23	3455					
ENSMUSG00000057050	ENSMUST00000213134	Olfr397	2948					
ENSMUSG00000057050	ENSMUST00000216291	Olfr397	484	2344				
ENSMUSG00000049041	ENSMUST00000214334	Olfr398	2614	2479				
ENSMUSG00000049041	ENSMUST00000117510	Olfr398	213	2614	2479			
ENSMUSG00000047444	ENSMUST00000214111	Olfr139	1951					
ENSMUSG00000047444	ENSMUST00000206280	Olfr139	5092	6076				
ENSMUSG00000043692	ENSMUST00000215915	Olfr399	1693					
ENSMUSG00000070380	ENSMUST00000213754	Olfr401	7003					
ENSMUSG00000070379	ENSMUST00000216722	Olfr402	1067					
ENSMUSG00000070379	ENSMUST00000073675	Olfr402	0					
ENSMUSG00000070378	ENSMUST00000206114	Olfr403	8920					
ENSMUSG00000070377	ENSMUST00000205664	Olfr43	2234	1415				
ENSMUSG00000070377	ENSMUST00000215550	Olfr43	294	2153	1415			
ENSMUSG00000070377	ENSMUST00000078936	Olfr43	0					
ENSMUSG00000070377	ENSMUST00000206743	Olfr43	2153	1415				
ENSMUSG00000070375	ENSMUST00000214303	Olfr406	4650	4241				
ENSMUSG00000070375	ENSMUST00000217016	Olfr406	9167					
ENSMUSG00000070374	ENSMUST00000214048	Olfr59	4510					
ENSMUSG00000070374	ENSMUST00000143976	Olfr59	4785					
ENSMUSG00000070374	ENSMUST00000205790	Olfr59	4512					
ENSMUSG00000070374	ENSMUST00000206659	Olfr59	4513					
ENSMUSG00000063116	ENSMUST00000213831	Olfr410	2328					
ENSMUSG00000063116	ENSMUST00000214490	Olfr410	2676					
ENSMUSG00000054406	ENSMUST00000214769	Olfr411	4977					
ENSMUSG00000054406	ENSMUST00000080365	Olfr411	0					
ENSMUSG00000054406	ENSMUST00000141134	Olfr411	5310					
ENSMUSG00000058275	ENSMUST00000216362	Olfr412	2364					
ENSMUSG00000093839	ENSMUST00000213928	Olfr462	1692					
ENSMUSG00000093839	ENSMUST00000213672	Olfr462	1692	3556				
ENSMUSG00000093920	ENSMUST00000215150	Olfr463	2739					
ENSMUSG00000093920	ENSMUST00000217095	Olfr463	2291	355				
ENSMUSG00000060787	ENSMUST00000216461	Olfr464	1471	1366	2746			
ENSMUSG00000060787	ENSMUST00000217112	Olfr464	1471	1366	987	1639		
ENSMUSG00000060787	ENSMUST00000074874	Olfr464	0					
ENSMUSG00000042869	ENSMUST00000215357	Olfr1370	1329					
ENSMUSG00000042869	ENSMUST00000215806	Olfr1370	1292					
ENSMUSG00000060404	ENSMUST00000213326	Olfr1369-ps1	2922	984				
ENSMUSG00000060404	ENSMUST00000213922	Olfr1369-ps1	700	1929	984			
ENSMUSG00000060404	ENSMUST00000215941	Olfr1369-ps1	3951					
ENSMUSG00000060404	ENSMUST00000215207	Olfr1369-ps1	796	2958				
ENSMUSG00000071522	ENSMUST00000215804	Olfr263	354	2341				
ENSMUSG00000071522	ENSMUST00000096006	Olfr263	0					
ENSMUSG00000045474	ENSMUST00000216039	Olfr1368	234	2363				
ENSMUSG00000045474	ENSMUST00000055298	Olfr1368	0					
ENSMUSG00000045508	ENSMUST00000059216	Olfr1367	0					
ENSMUSG00000048996	ENSMUST00000205976	Olfr1366	4551					
ENSMUSG00000048996	ENSMUST00000175637	Olfr1366	4651					
ENSMUSG00000048996	ENSMUST00000168629	Olfr1366	0					
ENSMUSG00000054890	ENSMUST00000217519	Olfr1535	2041					
ENSMUSG00000046016	ENSMUST00000206526	Olfr1364	6902					
ENSMUSG00000046016	ENSMUST00000213912	Olfr1364	3915	2913				
ENSMUSG00000051258	ENSMUST00000051874	Olfr1362	0					
ENSMUSG00000036658	ENSMUST00000205631	Olfr11	2631					
ENSMUSG00000049737	ENSMUST00000214321	Olfr1361	3715					
ENSMUSG00000108534	ENSMUST00000205788	Olfr1360	1987					
ENSMUSG00000108534	ENSMUST00000216083	Olfr1360	1660					
ENSMUSG00000108674	ENSMUST00000214435	Olfr1359	4298					
ENSMUSG00000108426	ENSMUST00000206324	Olfr465-ps1	1918	2563	1244			
ENSMUSG00000049806	ENSMUST00000214214	Olfr466	1721					
ENSMUSG00000052417	ENSMUST00000206298	Olfr720	10502					
ENSMUSG00000052417	ENSMUST00000216079	Olfr720	1055	9192				
ENSMUSG00000052417	ENSMUST00000217642	Olfr720	134	1055	3902	5178		
ENSMUSG00000052417	ENSMUST00000035250	Olfr720	0					
ENSMUSG00000072707	ENSMUST00000206009	Olfr31	4947					
ENSMUSG00000072707	ENSMUST00000217035	Olfr31	3667	1103				
ENSMUSG00000091809	ENSMUST00000215479	Olfr721-ps1	5723					
ENSMUSG00000091809	ENSMUST00000206688	Olfr721-ps1	0					
ENSMUSG00000048933	ENSMUST00000053290	Olfr722	6102					
ENSMUSG00000093825	ENSMUST00000206058	Olfr723	2147					
ENSMUSG00000096254	ENSMUST00000213390	Olfr724	2100					
ENSMUSG00000068437	ENSMUST00000206920	Olfr725	1893	2650				
ENSMUSG00000068437	ENSMUST00000089844	Olfr725	0					
ENSMUSG00000060523	ENSMUST00000217319	Olfr726	287	5656				
ENSMUSG00000060523	ENSMUST00000215105	Olfr726	1932	3678				
ENSMUSG00000060523	ENSMUST00000217422	Olfr726	411	5656				
ENSMUSG00000060523	ENSMUST00000215278	Olfr726	401	5656				
ENSMUSG00000060523	ENSMUST00000206834	Olfr726	6128					
ENSMUSG00000060523	ENSMUST00000213345	Olfr726	5656					
ENSMUSG00000060523	ENSMUST00000217025	Olfr726	411	1932	3678			
ENSMUSG00000059488	ENSMUST00000215317	Olfr727	1432	1513				
ENSMUSG00000050030	ENSMUST00000213685	Olfr728	1836					
ENSMUSG00000049011	ENSMUST00000213163	Olfr729	3344	551				
ENSMUSG00000049011	ENSMUST00000215451	Olfr729	3382	551				
ENSMUSG00000049011	ENSMUST00000215327	Olfr729	3960					
ENSMUSG00000109835	ENSMUST00000205837	Olfr730	0					
ENSMUSG00000048080	ENSMUST00000214388	Olfr731	2736					
ENSMUSG00000048080	ENSMUST00000214152	Olfr731	2764					
ENSMUSG00000091873	ENSMUST00000213701	Olfr732	1872					
ENSMUSG00000091873	ENSMUST00000071208	Olfr732	0					
ENSMUSG00000090874	ENSMUST00000216195	Olfr733	220	627	1116			
ENSMUSG00000090874	ENSMUST00000214372	Olfr733	2102					
ENSMUSG00000090874	ENSMUST00000214756	Olfr733	876	1116				
ENSMUSG00000090874	ENSMUST00000163469	Olfr733	0					
ENSMUSG00000045306	ENSMUST00000217152	Olfr734	5840					
ENSMUSG00000045306	ENSMUST00000050928	Olfr734	0					
ENSMUSG00000046210	ENSMUST00000216634	Olfr735	2401					
ENSMUSG00000047716	ENSMUST00000215263	Olfr736	8621	2154				
ENSMUSG00000047716	ENSMUST00000213402	Olfr736	8621	2007				
ENSMUSG00000047716	ENSMUST00000213755	Olfr736	8538	2154				
ENSMUSG00000047716	ENSMUST00000215227	Olfr736	8538	2007				
ENSMUSG00000094692	ENSMUST00000214853	Olfr738	5825					
ENSMUSG00000094692	ENSMUST00000214320	Olfr738	5657	100				
ENSMUSG00000057903	ENSMUST00000216949	Olfr739	5682					
ENSMUSG00000095917	ENSMUST00000214792	Olfr740	7286					
ENSMUSG00000095765	ENSMUST00000213903	Olfr741	12296					
ENSMUSG00000095765	ENSMUST00000205518	Olfr741	11799	396				
ENSMUSG00000068431	ENSMUST00000217437	Olfr742	10905	397				
ENSMUSG00000068431	ENSMUST00000213935	Olfr742	11403					
ENSMUSG00000068431	ENSMUST00000089836	Olfr742	0					
ENSMUSG00000094285	ENSMUST00000215793	Olfr743	10524	390				
ENSMUSG00000053815	ENSMUST00000216690	Olfr744	3172					
ENSMUSG00000053815	ENSMUST00000213668	Olfr744	2378					
ENSMUSG00000053815	ENSMUST00000066457	Olfr744	0					
ENSMUSG00000050028	ENSMUST00000213127	Olfr745	727	103	952	786		
ENSMUSG00000050028	ENSMUST00000062534	Olfr745	0					
ENSMUSG00000058188	ENSMUST00000218546	Olfr746	6114					
ENSMUSG00000057179	ENSMUST00000205373	Olfr747	586	10832				
ENSMUSG00000057179	ENSMUST00000213238	Olfr747	10832					
ENSMUSG00000057179	ENSMUST00000205897	Olfr747	9961					
ENSMUSG00000060084	ENSMUST00000213101	Olfr748	2793					
ENSMUSG00000059069	ENSMUST00000214290	Olfr749	632	5056	1729	177		
ENSMUSG00000059069	ENSMUST00000074674	Olfr749	7085					
ENSMUSG00000035932	ENSMUST00000216202	Olfr750	2346					
ENSMUSG00000044286	ENSMUST00000216188	Olfr221	1300	1769				
ENSMUSG00000044286	ENSMUST00000214071	Olfr221	1081	1769				
ENSMUSG00000044286	ENSMUST00000216907	Olfr221	1264	1769				
ENSMUSG00000044286	ENSMUST00000052560	Olfr221	3988	1769				
ENSMUSG00000095030	ENSMUST00000215147	Olfr1513	6041					
ENSMUSG00000094140	ENSMUST00000214980	Olfr1512	5755					
ENSMUSG00000063867	ENSMUST00000214168	Olfr1511	2454	3664				
ENSMUSG00000063106	ENSMUST00000215928	Olfr1510	3309					
ENSMUSG00000063106	ENSMUST00000079459	Olfr1510	0					
ENSMUSG00000035626	ENSMUST00000205900	Olfr1509	746	6395				
ENSMUSG00000035626	ENSMUST00000215030	Olfr1509	749	6298				
ENSMUSG00000035626	ENSMUST00000206100	Olfr1509	797	6395				
ENSMUSG00000035626	ENSMUST00000206718	Olfr1509	746	6298				
ENSMUSG00000035626	ENSMUST00000206437	Olfr1509	1011					
ENSMUSG00000057564	ENSMUST00000206520	Olfr1508	2876					
ENSMUSG00000057564	ENSMUST00000205811	Olfr1508	2943					
ENSMUSG00000059887	ENSMUST00000206062	Olfr1507	4156					
ENSMUSG00000059887	ENSMUST00000073571	Olfr1507	0					
ENSMUSG00000059887	ENSMUST00000206069	Olfr1507	4366					
ENSMUSG00000059887	ENSMUST00000205963	Olfr1507	4221					
ENSMUSG00000059887	ENSMUST00000206931	Olfr1507	4224					
ENSMUSG00000048153	ENSMUST00000216214	Olfr49	970					
ENSMUSG00000075427	ENSMUST00000165379	Olfr288	6104	1343				
ENSMUSG00000108748	ENSMUST00000142443	RP24-159I1.1	10684	22213				
ENSMUSG00000090129	ENSMUST00000170618	Olfr287	10684	1626				
ENSMUSG00000059460	ENSMUST00000073612	Olfr286	2862	1927	1533			
ENSMUSG00000062037	ENSMUST00000216901	Olfr285	2821					
ENSMUSG00000051793	ENSMUST00000206647	Olfr284	0					
ENSMUSG00000056184	ENSMUST00000215830	Olfr283	856					
ENSMUSG00000063780	ENSMUST00000215320	Olfr282	240	2429	3172			
ENSMUSG00000063780	ENSMUST00000205491	Olfr282	2429	3393				
ENSMUSG00000063780	ENSMUST00000213608	Olfr282	2415	3172				
ENSMUSG00000032987	ENSMUST00000217517	Olfr281	1074	2199				
ENSMUSG00000032987	ENSMUST00000109163	Olfr281	0					
ENSMUSG00000108728	ENSMUST00000216180	Olfr240-ps1	1015	3128				
ENSMUSG00000054036	ENSMUST00000205772	Olfr279	4906					
ENSMUSG00000054036	ENSMUST00000216822	Olfr279	4631					
ENSMUSG00000051003	ENSMUST00000216259	Olfr161	1149					
ENSMUSG00000059043	ENSMUST00000214590	Olfr15	7610					
ENSMUSG00000059043	ENSMUST00000214238	Olfr15	7735					
ENSMUSG00000048101	ENSMUST00000206365	Olfr19	2211					
ENSMUSG00000048101	ENSMUST00000057886	Olfr19	0					
ENSMUSG00000050742	ENSMUST00000216157	Olfr164	27169					
ENSMUSG00000050742	ENSMUST00000056727	Olfr164	0					
ENSMUSG00000050158	ENSMUST00000206110	Olfr165	15029					
ENSMUSG00000050158	ENSMUST00000052516	Olfr165	0					
ENSMUSG00000056822	ENSMUST00000216465	Olfr166	1818					
ENSMUSG00000056822	ENSMUST00000213531	Olfr166	1984					
ENSMUSG00000056822	ENSMUST00000074739	Olfr166	0					
ENSMUSG00000045341	ENSMUST00000214315	Olfr167	5274					
ENSMUSG00000061361	ENSMUST00000213480	Olfr168	1423	648	2006			
ENSMUSG00000068535	ENSMUST00000216070	Olfr169	2822	1733				
ENSMUSG00000068535	ENSMUST00000215476	Olfr169	2822	309	1314			
ENSMUSG00000068535	ENSMUST00000215040	Olfr169	2813	1733				
ENSMUSG00000062245	ENSMUST00000206562	Olfr170	2959	1811				
ENSMUSG00000062245	ENSMUST00000078603	Olfr170	0					
ENSMUSG00000060480	ENSMUST00000205467	Olfr171	4581					
ENSMUSG00000071510	ENSMUST00000214139	Olfr172	1855					
ENSMUSG00000071510	ENSMUST00000095991	Olfr172	0					
ENSMUSG00000049362	ENSMUST00000206205	Olfr173	2284					
ENSMUSG00000049362	ENSMUST00000049940	Olfr173	0					
ENSMUSG00000060663	ENSMUST00000215069	Olfr175-ps1	1912					
